MONTH,BOROUGH,COMMUNITYDISTRICT,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,BOROUGH_ID
2023 / 11,Manhattan,5,259.5,159.4,,1
2023 / 11,Manhattan,6,731.6,366.1,8.5,1
2023 / 11,Manhattan,7,957.5,692.4,71.1,1
2023 / 11,Manhattan,8,1051.5,725.1,,1
2023 / 11,Manhattan,9,241.7,232.1,,1
2023 / 11,Manhattan,10,275.4,251.5,,1
2023 / 11,Manhattan,11,220.2,181,,1
2023 / 11,Manhattan,12,451.5,509.5,,1
2023 / 11,Queens,1,592.6,571.8,112.9,4
2023 / 11,Queens,2,546.4,415,50.3,4
2023 / 11,Queens,3,357.3,500.5,46.2,4
2023 / 11,Queens,4,327.1,464.9,33.8,4
2023 / 11,Queens,5,619.2,668.5,151.8,4
2023 / 11,Queens,6,364.3,353.8,139.9,4
2023 / 11,Queens,7,954.9,731.6,190.7,4
2023 / 11,Queens,8,406,360.7,110.2,4
2023 / 11,Queens,9,425.4,483.8,197.5,4
2023 / 11,Queens,10,322.5,478.3,98.3,4
2023 / 11,Queens,11,414.4,407.9,222.6,4
2023 / 11,Queens,12,494,841.4,412.2,4
2023 / 11,Queens,13,431.8,755.3,170.6,4
2023 / 11,Queens,14,258.3,233.3,67,4
2023 / 11,Staten Island,1,615.4,594.7,,5
2023 / 11,Staten Island,2,477.1,471.8,,5
2023 / 11,Staten Island,3,661.6,612.2,,5
2023 / 10,Bronx,1,241.2,146,,2
2023 / 10,Bronx,2,244.4,203,,2
2023 / 10,Bronx,3,156.4,159.4,,2
2023 / 10,Bronx,4,272.1,344.8,,2
2023 / 10,Bronx,5,222.6,332.2,,2
2023 / 10,Bronx,6,195.7,205.8,,2
2023 / 10,Bronx,7,271.6,427,,2
2023 / 10,Bronx,8,310.5,359.1,43.6,2
2023 / 10,Bronx,9,227.8,353.1,,2
2023 / 10,Bronx,10,271.2,329.5,,2
2023 / 10,Bronx,11,256.5,314.5,,2
2023 / 10,Bronx,12,320.4,553.6,,2
2023 / 10,Brooklyn,1,678.7,414.1,38.1,3
2023 / 10,Brooklyn,2,533.3,389.7,71.3,3
2023 / 10,Brooklyn,3,438.5,345.9,48.5,3
2023 / 10,Brooklyn,4,335.1,342.2,21.8,3
2023 / 10,Brooklyn,5,258.7,422,21.7,3
2023 / 10,Brooklyn,6,528.3,370.1,96.2,3
2023 / 10,Brooklyn,7,386.4,365.4,64.1,3
2023 / 10,Brooklyn,8,349.2,282.9,38.1,3
2023 / 10,Brooklyn,9,257.3,229.7,37.9,3
2023 / 10,Brooklyn,10,436.3,425.7,55.8,3
2023 / 10,Brooklyn,11,572.6,513,28,3
2023 / 10,Brooklyn,12,700.4,356.6,34.7,3
2023 / 10,Brooklyn,13,274.6,219.5,10,3
2023 / 10,Brooklyn,14,477.4,419.3,60.5,3
2023 / 10,Brooklyn,15,520.9,483.2,72.5,3
2023 / 10,Brooklyn,16,123.6,140.6,13,3
2023 / 10,Brooklyn,17,297.7,403.4,52.2,3
2023 / 10,Brooklyn,18,512.5,578.7,162.7,3
2023 / 10,Manhattan,1,324.4,215.4,,1
2023 / 10,Manhattan,2,424.8,277.9,,1
2023 / 10,Manhattan,3,433,307.5,,1
2023 / 10,Manhattan,4,614.9,305.6,,1
2023 / 10,Manhattan,5,275,168,,1
2023 / 10,Manhattan,6,717.7,337,9.5,1
2023 / 10,Manhattan,7,932.3,662.6,58.4,1
2023 / 10,Manhattan,8,1008.3,683.9,,1
2023 / 10,Manhattan,9,244.1,219.7,,1
2023 / 10,Manhattan,10,269.1,253,,1
2023 / 10,Manhattan,11,188.1,157.7,,1
2023 / 10,Manhattan,12,405.8,445.8,,1
2023 / 10,Queens,1,638,591.8,88.7,4
2023 / 10,Queens,2,579.3,420.9,38.1,4
2023 / 10,Queens,3,342.7,483.3,34.4,4
2023 / 10,Queens,4,311.3,455,25,4
2023 / 10,Queens,5,615.8,666,101.1,4
2023 / 10,Queens,6,351.7,352.2,66.3,4
2023 / 10,Queens,7,978.6,751.3,124.8,4
2023 / 10,Queens,8,439.6,387.8,76.4,4
2023 / 10,Queens,9,442,493.5,147.5,4
2023 / 10,Queens,10,338.6,495.2,61.7,4
2023 / 10,Queens,11,444.8,424.2,134.3,4
2023 / 10,Queens,12,504,856.3,246.2,4
2023 / 10,Queens,13,453.8,765.5,121,4
2023 / 10,Queens,14,263.2,243.1,61.3,4
2023 / 10,Staten Island,1,638.5,602.4,,5
2023 / 10,Staten Island,2,460,468.9,,5
2023 / 10,Staten Island,3,636.3,577.5,,5
2023 / 09,Bronx,1,260.3,140.4,,2
2023 / 09,Bronx,2,234.8,228,,2
2023 / 09,Bronx,3,156.2,154.8,,2
2023 / 09,Bronx,4,273.2,322.8,,2
2023 / 09,Bronx,5,226.7,333.5,,2
2023 / 09,Bronx,6,207.3,178.3,,2
2023 / 09,Bronx,7,276.3,433.7,,2
2023 / 09,Bronx,8,314.7,342.7,42.3,2
2023 / 09,Bronx,9,259.3,363.6,,2
2023 / 09,Bronx,10,285.9,347,,2
2023 / 09,Bronx,11,271.2,321.5,,2
2023 / 09,Bronx,12,339.4,576.4,,2
2023 / 09,Brooklyn,1,769.6,420.7,23.4,3
2023 / 09,Brooklyn,2,587.7,393.6,59.2,3
2023 / 09,Brooklyn,3,446.4,316.3,,3
2023 / 09,Brooklyn,4,349.2,355.4,,3
2023 / 09,Brooklyn,5,242.2,421.3,,3
2023 / 09,Brooklyn,6,560.7,372.2,102.3,3
2023 / 09,Brooklyn,7,378.1,362.1,57.2,3
2023 / 09,Brooklyn,8,311.1,258.3,,3
2023 / 09,Brooklyn,9,304.2,251.6,,3
2023 / 09,Brooklyn,10,433.3,420.8,,3
2023 / 09,Brooklyn,11,581.4,518.1,,3
2023 / 09,Brooklyn,12,867.5,360.1,,3
2023 / 09,Brooklyn,13,280.9,223,,3
2023 / 09,Brooklyn,14,497.7,422.9,,3
2023 / 09,Brooklyn,15,536.7,483,,3
2023 / 09,Brooklyn,16,148.5,161.5,,3
2023 / 09,Brooklyn,17,302.9,411.7,,3
2023 / 09,Brooklyn,18,524.5,609.3,,3
2023 / 09,Manhattan,1,392.1,249.8,,1
2023 / 09,Manhattan,2,428.6,253.5,,1
2023 / 09,Manhattan,3,521.1,316.4,,1
2023 / 09,Manhattan,4,701.9,349.1,,1
2023 / 09,Manhattan,5,269,156.9,,1
2023 / 09,Manhattan,6,810.5,372.3,7.6,1
2023 / 09,Manhattan,7,1048.9,699.1,60.2,1
2023 / 09,Manhattan,8,1107.2,710.2,,1
2023 / 09,Manhattan,9,335.3,270.9,,1
2023 / 09,Manhattan,10,293.6,264.2,,1
2023 / 09,Manhattan,11,202.9,161.1,,1
2023 / 09,Manhattan,12,438.8,461.7,,1
2023 / 09,Queens,1,621.6,575.2,83.5,4
2023 / 09,Queens,2,563.1,426.8,27.9,4
2023 / 09,Queens,3,359.8,502.1,33,4
2023 / 09,Queens,4,316.4,474.6,23.8,4
2023 / 09,Queens,5,597.6,676.5,81.8,4
2023 / 09,Queens,6,365.6,364.4,47.6,4
2023 / 09,Queens,7,991.6,755.4,101.9,4
2023 / 09,Queens,8,443.4,388.8,57,4
2023 / 09,Queens,9,439,493.6,113.4,4
2023 / 09,Queens,10,314,509.5,45.7,4
2023 / 09,Queens,11,432.1,409.1,93,4
2023 / 09,Queens,12,490.6,898.7,241.7,4
2023 / 09,Queens,13,428.4,781.3,120.7,4
2023 / 09,Queens,14,278.2,263.2,71.7,4
2023 / 09,Staten Island,1,667.6,617.6,,5
2023 / 09,Staten Island,2,479.8,469.6,,5
2023 / 09,Staten Island,3,682.9,629.4,,5
2023 / 08,Bronx,1,224.5,151.7,,2
2023 / 08,Bronx,2,242.6,229.4,,2
2023 / 08,Bronx,3,152.6,184.1,,2
2023 / 08,Bronx,4,251.6,326.6,,2
2023 / 08,Bronx,5,204.1,332.2,,2
2023 / 08,Bronx,6,204.1,218,,2
2023 / 08,Bronx,7,288.3,458.9,,2
2023 / 08,Bronx,8,299.6,355,45.4,2
2023 / 08,Bronx,9,239,383.7,,2
2023 / 08,Bronx,10,275.7,342.3,,2
2023 / 08,Bronx,11,262.2,330.6,,2
2023 / 08,Bronx,12,334.5,575.8,,2
2023 / 08,Brooklyn,1,602.3,445.3,25.5,3
2023 / 08,Brooklyn,2,488.1,387.3,54.9,3
2023 / 08,Brooklyn,3,432.3,357.7,,3
2023 / 08,Brooklyn,4,338.2,367.1,,3
2023 / 08,Brooklyn,5,233.9,474.5,,3
2023 / 08,Brooklyn,6,450.3,338.5,100.8,3
2023 / 08,Brooklyn,7,368.7,359.5,54.9,3
2023 / 08,Brooklyn,8,306.1,285.7,,3
2023 / 08,Brooklyn,9,282.6,235.3,,3
2023 / 08,Brooklyn,10,421.6,421.4,,3
2023 / 08,Brooklyn,11,510.6,523.2,,3
2023 / 08,Brooklyn,12,516.2,298.1,,3
2023 / 08,Brooklyn,13,259.3,218,,3
2023 / 08,Brooklyn,14,401.7,375.7,,3
2023 / 08,Brooklyn,15,456.4,449,,3
2023 / 08,Brooklyn,16,130.5,162.2,,3
2023 / 08,Brooklyn,17,303.1,452.3,,3
2023 / 08,Brooklyn,18,527.5,640.6,,3
2023 / 08,Manhattan,1,314.3,209.9,,1
2023 / 08,Manhattan,2,388,260.8,,1
2023 / 08,Manhattan,3,485.6,363.3,,1
2023 / 08,Manhattan,4,636.4,340,,1
2023 / 08,Manhattan,5,279.4,167.8,,1
2023 / 08,Manhattan,6,747.1,369.8,11.1,1
2023 / 08,Manhattan,7,880.4,639.5,54.9,1
2023 / 08,Manhattan,8,925.1,640.2,,1
2023 / 08,Manhattan,9,252.2,244.2,,1
2023 / 08,Manhattan,10,289.7,296.2,,1
2023 / 08,Manhattan,11,224.2,186.7,,1
2023 / 08,Manhattan,12,436.4,509.2,,1
2023 / 08,Queens,1,589.2,586,93.4,4
2023 / 08,Queens,2,556.7,446.1,34.5,4
2023 / 08,Queens,3,349.4,517.6,35.6,4
2023 / 08,Queens,4,336.3,481.9,25.4,4
2023 / 08,Queens,5,572.9,687.4,101.1,4
2023 / 08,Queens,6,350.1,365.6,53.7,4
2023 / 08,Queens,7,942,765.8,122.2,4
2023 / 08,Queens,8,413.6,394.4,60.9,4
2023 / 08,Queens,9,410.8,525.9,135.2,4
2023 / 08,Queens,10,327.7,540.7,65.1,4
2023 / 08,Queens,11,410.1,431.1,106.6,4
2023 / 08,Queens,12,488.2,943.2,244.6,4
2023 / 08,Queens,13,430.8,866.4,153,4
2023 / 08,Queens,14,268.4,265.2,69.8,4
2023 / 08,Staten Island,1,630.5,655,,5
2023 / 08,Staten Island,2,479.6,514.5,,5
2023 / 08,Staten Island,3,683.9,661.7,,5
2023 / 07,Bronx,1,241,145,,2
2023 / 07,Bronx,2,209.5,210.8,,2
2023 / 07,Bronx,3,121.6,147.9,,2
2023 / 07,Bronx,4,270.3,334.1,,2
2023 / 07,Bronx,5,211.3,334.1,,2
2023 / 07,Bronx,6,189.4,186.7,,2
2023 / 07,Bronx,7,279.2,441.1,,2
2023 / 07,Bronx,8,289.9,342.6,36.2,2
2023 / 07,Bronx,9,258.7,384.7,,2
2023 / 07,Bronx,10,282.9,352.3,,2
2023 / 07,Bronx,11,275.1,339.8,,2
2023 / 07,Bronx,12,335.9,583.9,,2
2023 / 07,Brooklyn,1,554.7,412.8,25.2,3
2023 / 07,Brooklyn,2,479.6,372.1,55.4,3
2023 / 07,Brooklyn,3,359.4,319.9,,3
2023 / 07,Brooklyn,4,335.2,363.3,,3
2023 / 07,Brooklyn,5,226.2,435.7,,3
2023 / 07,Brooklyn,6,437.3,339,93,3
2023 / 07,Brooklyn,7,381.4,379.4,53.6,3
2023 / 07,Brooklyn,8,295.1,254.8,,3
2023 / 07,Brooklyn,9,258.8,221,,3
2023 / 07,Brooklyn,10,442.4,431.4,,3
2023 / 07,Brooklyn,11,541.7,534.3,,3
2023 / 07,Brooklyn,12,494.3,289.5,,3
2023 / 07,Brooklyn,13,253.7,217.2,,3
2023 / 07,Brooklyn,14,419.9,403.4,,3
2023 / 07,Brooklyn,15,463,467.2,,3
2023 / 07,Brooklyn,16,120.5,159.6,,3
2023 / 07,Brooklyn,17,301.8,444.3,,3
2023 / 07,Brooklyn,18,508.4,642.2,,3
2023 / 07,Manhattan,1,306.5,209.1,,1
2023 / 07,Manhattan,2,347.3,238.5,,1
2023 / 07,Manhattan,3,430.8,326.2,,1
2023 / 07,Manhattan,4,585.5,320.9,,1
2023 / 07,Manhattan,5,222.4,140.1,,1
2023 / 07,Manhattan,6,704.6,345.2,8.3,1
2023 / 07,Manhattan,7,879.4,646.4,54.6,1
2023 / 07,Manhattan,8,878,635.8,,1
2023 / 07,Manhattan,9,236,249.2,,1
2023 / 07,Manhattan,10,278.8,252.8,,1
2023 / 07,Manhattan,11,197.7,168.9,,1
2023 / 07,Manhattan,12,381.6,442.9,,1
2023 / 07,Queens,1,595.7,588,90.3,4
2023 / 07,Queens,2,530.1,428.7,34.8,4
2023 / 07,Queens,3,362.7,495.9,33.3,4
2023 / 07,Queens,4,319.8,477.9,24.2,4
2023 / 07,Queens,5,574.2,670.9,92.8,4
2023 / 07,Queens,6,357.9,359.2,49.7,4
2023 / 07,Queens,7,952.6,759.5,101.5,4
2023 / 07,Queens,8,419.2,402.8,60.5,4
2023 / 07,Queens,9,425.8,530.7,142.5,4
2023 / 07,Queens,10,354.3,556.7,63,4
2023 / 07,Queens,11,410.1,418.2,102.6,4
2023 / 07,Queens,12,487.7,943.3,250.8,4
2023 / 07,Queens,13,432.7,864.2,158.9,4
2023 / 07,Queens,14,292.5,278.2,74.7,4
2023 / 07,Staten Island,1,651.8,681.5,,5
2023 / 07,Staten Island,2,488.2,523.3,,5
2023 / 07,Staten Island,3,680.3,663.2,,5
2023 / 06,Bronx,1,283.5,150.2,,2
2023 / 06,Bronx,2,212.1,225.9,,2
2023 / 06,Bronx,3,155.9,151.5,,2
2023 / 06,Bronx,4,287.2,322.4,,2
2023 / 06,Bronx,5,241.1,330.5,,2
2023 / 06,Bronx,6,200.7,182.1,,2
2023 / 06,Bronx,7,302.4,442.3,,2
2023 / 06,Bronx,8,287.1,338.8,47.1,2
2023 / 06,Bronx,9,224.4,376.1,,2
2023 / 06,Bronx,10,307,348,,2
2023 / 06,Bronx,11,310.6,341.3,,2
2023 / 06,Bronx,12,304.1,576.3,,2
2023 / 06,Brooklyn,1,661.7,448.7,24.7,3
2023 / 06,Brooklyn,2,517.9,400.2,63.3,3
2023 / 06,Brooklyn,3,439.1,354,,3
2023 / 06,Brooklyn,4,331.6,364.3,,3
2023 / 06,Brooklyn,5,240,445.2,,3
2023 / 06,Brooklyn,6,527.6,400.2,114.7,3
2023 / 06,Brooklyn,7,398.2,374.8,65,3
2023 / 06,Brooklyn,8,309.9,275.6,,3
2023 / 06,Brooklyn,9,284.3,239.4,,3
2023 / 06,Brooklyn,10,459.4,438.5,,3
2023 / 06,Brooklyn,11,520.9,522.2,,3
2023 / 06,Brooklyn,12,602.4,341.5,,3
2023 / 06,Brooklyn,13,277.9,227.6,,3
2023 / 06,Brooklyn,14,404.5,382.7,,3
2023 / 06,Brooklyn,15,531.3,490.6,,3
2023 / 06,Brooklyn,16,165.2,157.9,,3
2023 / 06,Brooklyn,17,297.5,428,,3
2023 / 06,Brooklyn,18,537.6,640.8,,3
2023 / 06,Manhattan,1,377.3,271.1,,1
2023 / 06,Manhattan,2,400.8,272.8,,1
2023 / 06,Manhattan,3,472.6,347.8,,1
2023 / 06,Manhattan,4,656.7,372.5,,1
2023 / 06,Manhattan,5,256,167.4,,1
2023 / 06,Manhattan,6,742.9,399.6,10.5,1
2023 / 06,Manhattan,7,960,707.4,56.3,1
2023 / 06,Manhattan,8,988,714.6,,1
2023 / 06,Manhattan,9,271.7,272,,1
2023 / 06,Manhattan,10,262.5,275.4,,1
2023 / 06,Manhattan,11,220.2,167.3,,1
2023 / 06,Manhattan,12,460.6,473.2,,1
2023 / 06,Queens,1,612.6,593.9,84.5,4
2023 / 06,Queens,2,573.1,446.2,37.8,4
2023 / 06,Queens,3,361.6,510.8,37.7,4
2023 / 06,Queens,4,324.9,482.2,27.8,4
2023 / 06,Queens,5,614.4,687.8,88.6,4
2023 / 06,Queens,6,362.3,370.4,56.5,4
2023 / 06,Queens,7,976.4,755,111.9,4
2023 / 06,Queens,8,427,399,68.2,4
2023 / 06,Queens,9,462.8,518.4,133.5,4
2023 / 06,Queens,10,346,539.8,66.3,4
2023 / 06,Queens,11,439,424.1,109.8,4
2023 / 06,Queens,12,492.9,915.3,271.6,4
2023 / 06,Queens,13,467.9,862.8,167.8,4
2023 / 06,Queens,14,278.7,262,77.3,4
2023 / 06,Staten Island,1,660.6,681,,5
2023 / 06,Staten Island,2,499,545.3,,5
2023 / 06,Staten Island,3,703.5,701,,5
2023 / 05,Bronx,1,253.3,151.6,,2
2023 / 05,Bronx,2,200.1,197.7,,2
2023 / 05,Bronx,3,163.7,185.4,,2
2023 / 05,Bronx,4,269.2,334.5,,2
2023 / 05,Bronx,5,222.8,337.2,,2
2023 / 05,Bronx,6,213.1,232.6,,2
2023 / 05,Bronx,7,291,448,,2
2023 / 05,Bronx,8,293.9,356.9,43.7,2
2023 / 05,Bronx,9,210.9,354.1,,2
2023 / 05,Bronx,10,271.5,341.6,,2
2023 / 05,Bronx,11,283.1,333,,2
2023 / 05,Bronx,12,300.5,574.8,,2
2023 / 05,Brooklyn,1,647.7,421.2,28.1,3
2023 / 05,Brooklyn,2,519.3,414.8,64.8,3
2023 / 05,Brooklyn,3,464.3,352,,3
2023 / 05,Brooklyn,4,325.6,359.4,,3
2023 / 05,Brooklyn,5,235.8,461.4,,3
2023 / 05,Brooklyn,6,490.2,390,123.4,3
2023 / 05,Brooklyn,7,390.4,371.7,61.2,3
2023 / 05,Brooklyn,8,325.1,293.2,,3
2023 / 05,Brooklyn,9,266.3,222.5,,3
2023 / 05,Brooklyn,10,463.6,453.2,,3
2023 / 05,Brooklyn,11,502.1,509.7,,3
2023 / 05,Brooklyn,12,658,336.6,,3
2023 / 05,Brooklyn,13,278.4,230.7,,3
2023 / 05,Brooklyn,14,434.6,415.3,,3
2023 / 05,Brooklyn,15,505.7,494.5,,3
2023 / 05,Brooklyn,16,135.2,158,,3
2023 / 05,Brooklyn,17,283.7,417,,3
2023 / 05,Brooklyn,18,522.1,614.5,,3
2023 / 05,Manhattan,1,323.7,234.1,,1
2023 / 05,Manhattan,2,434.2,309.3,,1
2023 / 05,Manhattan,3,439.2,351.5,,1
2023 / 05,Manhattan,4,600.5,332.7,,1
2023 / 05,Manhattan,5,265.3,180.8,,1
2023 / 05,Manhattan,6,684.4,360.4,11.7,1
2023 / 05,Manhattan,7,924.7,693.6,64.7,1
2023 / 05,Manhattan,8,992.3,724.5,,1
2023 / 05,Manhattan,9,234.6,243.5,,1
2023 / 05,Manhattan,10,266.9,275.5,,1
2023 / 05,Manhattan,11,218.9,189.3,,1
2023 / 05,Manhattan,12,413.7,470.5,,1
2023 / 05,Queens,1,607,612.8,93.7,4
2023 / 05,Queens,2,561.1,452.9,36.3,4
2023 / 05,Queens,3,334.4,492.2,34.9,4
2023 / 05,Queens,4,310.9,466.6,23.3,4
2023 / 05,Queens,5,609.7,698.3,105.2,4
2023 / 05,Queens,6,346.5,364.4,54,4
2023 / 05,Queens,7,938,754.9,139.3,4
2023 / 05,Queens,8,415.7,399.9,75.4,4
2023 / 05,Queens,9,446.3,532.8,143,4
2023 / 05,Queens,10,342.1,551,71.1,4
2023 / 05,Queens,11,427.1,448.8,138.2,4
2023 / 05,Queens,12,467.9,903.9,285.4,4
2023 / 05,Queens,13,462.9,853.7,185.1,4
2023 / 05,Queens,14,268.7,251.7,75.3,4
2023 / 05,Staten Island,1,643.6,678,,5
2023 / 05,Staten Island,2,495.1,551,,5
2023 / 05,Staten Island,3,678.2,707.2,,5
2023 / 04,Bronx,1,205.6,130.2,,2
2023 / 04,Bronx,2,171.7,192.8,,2
2023 / 04,Bronx,3,129,146.2,,2
2023 / 04,Bronx,4,229.5,303.2,,2
2023 / 04,Bronx,5,201.3,312.2,,2
2023 / 04,Bronx,6,163.2,171.2,,2
2023 / 04,Bronx,7,248.9,405.1,,2
2023 / 04,Bronx,8,260.5,319.6,39.9,2
2023 / 04,Bronx,9,201.7,344.9,,2
2023 / 04,Bronx,10,259.6,321.7,,2
2023 / 04,Bronx,11,258.8,308.8,,2
2023 / 04,Bronx,12,272.5,500.5,,2
2023 / 04,Brooklyn,1,702.8,396.8,23.9,3
2023 / 04,Brooklyn,2,468.5,375.3,61.6,3
2023 / 04,Brooklyn,3,399.4,292.2,,3
2023 / 04,Brooklyn,4,296.1,339.1,,3
2023 / 04,Brooklyn,5,191.9,394.1,,3
2023 / 04,Brooklyn,6,443.9,358.5,114.5,3
2023 / 04,Brooklyn,7,346.8,333.3,55.8,3
2023 / 04,Brooklyn,8,263,245.4,,3
2023 / 04,Brooklyn,9,254,220.1,,3
2023 / 04,Brooklyn,10,397.5,403.9,,3
2023 / 04,Brooklyn,11,480.1,489.5,,3
2023 / 04,Brooklyn,12,753.9,402.1,,3
2023 / 04,Brooklyn,13,233.2,202.8,,3
2023 / 04,Brooklyn,14,422.5,415.1,,3
2023 / 04,Brooklyn,15,473.2,478.8,,3
2023 / 04,Brooklyn,16,120.2,151.6,,3
2023 / 04,Brooklyn,17,262,375.7,,3
2023 / 04,Brooklyn,18,482.8,574.7,,3
2023 / 04,Manhattan,1,331.7,240.4,,1
2023 / 04,Manhattan,2,369.6,270.7,,1
2023 / 04,Manhattan,3,418,324.3,,1
2023 / 04,Manhattan,4,570.6,335.6,,1
2023 / 04,Manhattan,5,222.7,151.4,,1
2023 / 04,Manhattan,6,659.9,355.5,9,1
2023 / 04,Manhattan,7,877,671.2,59.5,1
2023 / 04,Manhattan,8,946.6,697.6,,1
2023 / 04,Manhattan,9,229.5,237.6,,1
2023 / 04,Manhattan,10,235.7,227.9,,1
2023 / 04,Manhattan,11,196.5,167.5,,1
2023 / 04,Manhattan,12,370.8,427.5,,1
2023 / 04,Queens,1,519.5,539,76.5,4
2023 / 04,Queens,2,479.8,409.6,33.4,4
2023 / 04,Queens,3,300,454.6,29.1,4
2023 / 04,Queens,4,268.2,431,20.3,4
2023 / 04,Queens,5,522.6,628.4,95.5,4
2023 / 04,Queens,6,317.1,343.8,50,4
2023 / 04,Queens,7,844.6,692.3,117.2,4
2023 / 04,Queens,8,374.1,375.4,78.5,4
2023 / 04,Queens,9,394.4,474.1,106,4
2023 / 04,Queens,10,296.6,471.7,54.9,4
2023 / 04,Queens,11,374.6,392.3,136.3,4
2023 / 04,Queens,12,421.6,798.5,207.9,4
2023 / 04,Queens,13,394.4,760.2,151.4,4
2023 / 04,Queens,14,250.9,238.1,65.5,4
2023 / 04,Staten Island,1,566.3,617.6,,5
2023 / 04,Staten Island,2,431.8,481.3,,5
2023 / 04,Staten Island,3,606.8,616.4,,5
2023 / 03,Bronx,1,234.4,135.3,,2
2023 / 03,Bronx,2,247,227,,2
2023 / 03,Bronx,3,161.6,162.9,,2
2023 / 03,Bronx,4,258.3,319.7,,2
2023 / 03,Bronx,5,228.7,324.9,,2
2023 / 03,Bronx,6,203.7,191,,2
2023 / 03,Bronx,7,295.1,444.6,,2
2023 / 03,Bronx,8,282.4,338.4,40.9,2
2023 / 03,Bronx,9,219.5,354,,2
2023 / 03,Bronx,10,279.7,319,,2
2023 / 03,Bronx,11,281.8,326.1,,2
2023 / 03,Bronx,12,300.1,535.4,,2
2023 / 03,Brooklyn,1,720.5,448.6,23.6,3
2023 / 03,Brooklyn,2,514,407.1,55.6,3
2023 / 03,Brooklyn,3,487.4,331,,3
2023 / 03,Brooklyn,4,331,354.8,,3
2023 / 03,Brooklyn,5,227,441.6,,3
2023 / 03,Brooklyn,6,503.3,396.7,101.8,3
2023 / 03,Brooklyn,7,410.8,365,50.1,3
2023 / 03,Brooklyn,8,304.3,274,,3
2023 / 03,Brooklyn,9,291.5,250.5,,3
2023 / 03,Brooklyn,10,455.3,447.6,,3
2023 / 03,Brooklyn,11,519.7,513.4,,3
2023 / 03,Brooklyn,12,795.4,392.7,,3
2023 / 03,Brooklyn,13,276.6,229.5,,3
2023 / 03,Brooklyn,14,441.1,417.8,,3
2023 / 03,Brooklyn,15,532.9,495,,3
2023 / 03,Brooklyn,16,157.3,167.2,,3
2023 / 03,Brooklyn,17,288.9,411.6,,3
2023 / 03,Brooklyn,18,515.1,598.2,,3
2023 / 03,Manhattan,1,363.6,252.7,,1
2023 / 03,Manhattan,2,408.3,283.9,,1
2023 / 03,Manhattan,3,465.8,367.7,,1
2023 / 03,Manhattan,4,641.8,369.7,,1
2023 / 03,Manhattan,5,261.9,176.7,,1
2023 / 03,Manhattan,6,753.7,411.6,9.6,1
2023 / 03,Manhattan,7,946.7,709.7,60.7,1
2023 / 03,Manhattan,8,1004.9,736.3,,1
2023 / 03,Manhattan,9,259.4,255.5,,1
2023 / 03,Manhattan,10,271.8,268,,1
2023 / 03,Manhattan,11,218.9,182.4,,1
2023 / 03,Manhattan,12,438.8,490.8,,1
2023 / 03,Queens,1,581.8,576.4,14.3,4
2023 / 03,Queens,2,543.3,433.9,4.2,4
2023 / 03,Queens,3,338.4,497.3,4.9,4
2023 / 03,Queens,4,304.2,474,5,4
2023 / 03,Queens,5,577.4,651.8,15.7,4
2023 / 03,Queens,6,370.1,369.5,7.6,4
2023 / 03,Queens,7,911.8,721.4,23.4,4
2023 / 03,Queens,8,422.1,393.5,14.4,4
2023 / 03,Queens,9,411.3,488.7,16.3,4
2023 / 03,Queens,10,304.2,469.2,6.7,4
2023 / 03,Queens,11,409.8,408.2,25.3,4
2023 / 03,Queens,12,444.1,830.1,19.7,4
2023 / 03,Queens,13,426.1,764.4,21.1,4
2023 / 03,Queens,14,277.8,239,7.8,4
2023 / 03,Staten Island,1,618.8,621.9,,5
2023 / 03,Staten Island,2,479.9,484.4,,5
2023 / 03,Staten Island,3,666.9,618.4,,5
2023 / 02,Bronx,1,179.4,126.7,,2
2023 / 02,Bronx,2,181.8,191.7,,2
2023 / 02,Bronx,3,117,134,,2
2023 / 02,Bronx,4,214.3,286.4,,2
2023 / 02,Bronx,5,181.8,281,,2
2023 / 02,Bronx,6,160.3,168,,2
2023 / 02,Bronx,7,235,380.1,,2
2023 / 02,Bronx,8,237.8,309.6,27.3,2
2023 / 02,Bronx,9,177.8,298,,2
2023 / 02,Bronx,10,223,279.1,,2
2023 / 02,Bronx,11,219.7,282.9,,2
2023 / 02,Bronx,12,254,453.9,,2
2023 / 02,Brooklyn,1,581.1,396.3,20.7,3
2023 / 02,Brooklyn,2,441.3,354.7,47.5,3
2023 / 02,Brooklyn,3,413.1,272.8,,3
2023 / 02,Brooklyn,4,275.9,310.4,,3
2023 / 02,Brooklyn,5,188.3,370.3,,3
2023 / 02,Brooklyn,6,417.9,345.4,81.3,3
2023 / 02,Brooklyn,7,332.4,312.4,40.1,3
2023 / 02,Brooklyn,8,269.1,245.4,,3
2023 / 02,Brooklyn,9,235,203.9,,3
2023 / 02,Brooklyn,10,388.4,383.6,,3
2023 / 02,Brooklyn,11,435.6,446.8,,3
2023 / 02,Brooklyn,12,600.7,300.1,,3
2023 / 02,Brooklyn,13,223.5,192.9,,3
2023 / 02,Brooklyn,14,364.5,353,,3
2023 / 02,Brooklyn,15,431.3,410.3,,3
2023 / 02,Brooklyn,16,116,134.5,,3
2023 / 02,Brooklyn,17,237.7,355.4,,3
2023 / 02,Brooklyn,18,428.4,498.4,,3
2023 / 02,Manhattan,1,306.7,214.8,,1
2023 / 02,Manhattan,2,355.2,259.7,,1
